taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genus,Species,Assembly Method,High Quality,Has Coverage,Strain,Culture Type,Cultured,Isolation,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count   * assembled,Coding Base Count %   * assembled,Coding Base Count NP ,Coding Base Count NP % ,Depth,Temperature,Salinity (ppt),Environment,Link,Genome,Species,latitude,longitude,clade,Species_Color,Env_Color,Completeness,Contamination,Circular,Completeness - 5xcontamination,Genome Type,,
KEGJKDAO,Bacteria,,,,,TARA_SAMEA2622545_METAG_KEGJKDAO ,Alteromonas,Alteromonas macleodii KEGJKDAO ,,,,,,,,4448155,,72,,,,,,,155,21.9494,,,,Alteromonas_macleodii_SAMEA2622545,Alteromonas macleodii,-23.2189,-129.4997,5,,,99.64,0.08,N,99.24,MAG,,
DIBMGPDO,Bacteria,,,,,TARA_SAMEA2622568_METAG_DIBMGPDO ,Alteromonas,Alteromonas macleodii DIBMGPDO ,,,,,,,,3847653,,267,,,,,,,696,5.7491,,,,Alteromonas_macleodii_SAMEA2622568,Alteromonas macleodii,-23.2232,-129.5986,5,,,87.56,0.11,N,87.01,MAG,,
NHABKKKL,Bacteria,,,,,TARA_SAMEA2622652_METAG_NHABKKKL ,Alteromonas,Alteromonas sp. NHABKKKL ,,,,,,,,3554825,,322,,,,,,,5,26.6047,,,,Alteromonas_sp_SAMEA2622652,Alteromonas sp.,-8.9971,-139.1963,16,,,77.96,0.38,N,76.06,MAG,,
ONBBOINN,Bacteria,,,,,TARA_SAMEA2622656_METAG_ONBBOINN ,Alteromonas,Alteromonas australica ONBBOINN ,,,,,,,,3604212,,505,,,,,,,5,26.6047,,,,Alteromonas_australica_SAMEA2622656,Alteromonas australica,-8.9971,-139.1963,14,,,74.7,2.42,N,62.6,MAG,,
OHKNJPFH,Bacteria,,,,,TARA_SAMEA2622658_METAG_OHKNJPFH ,Alteromonas,Alteromonas sp. OHKNJPFH ,,,,,,,,4230604,,99,,,,,,,5,26.6047,,,,Alteromonas_sp_SAMEA2622658,Alteromonas sp.,-8.9971,-139.1963,16,,,93.13,0.12,N,92.53,MAG,,
KABGAJCP,Bacteria,,,,,TARA_SAMEA2622673_METAG_KABGAJCP ,Alteromonas,Alteromonas australica KABGAJCP ,,,,,,,,3625310,,478,,,,,,,600,7.134,,,,Alteromonas_australica_SAMEA2622673,Alteromonas australica,-8.9729,-139.2393,11,,,61.82,2.74,N,48.12,MAG,,
BIMHMBHP,Bacteria,,,,,TARA_SAMEA2622676_METAG_BIMHMBHP ,Alteromonas,Alteromonas sp. BIMHMBHP ,,,,,,,,4219103,,205,,,,,,,600,7.134,,,,Alteromonas_sp_SAMEA2622676,Alteromonas sp.,-8.9729,-139.2393,16,,,82.9,0.37,N,81.05,MAG,,
KGFLKMBD,Bacteria,,,,,TARA_SAMEA2622676_METAG_KGFLKMBD ,Alteromonas,Alteromonas macleodii KGFLKMBD ,,,,,,,,4005350,,367,,,,,,,600,7.134,,,,Alteromonas_macleodii_SAMEA2622676,Alteromonas macleodii,-8.9729,-139.2393,8,,,81.14,0.44,N,78.94,MAG,,
JBANDMDG,Bacteria,,,,,TARA_SAMEA2622677_METAG_JBANDMDG ,Alteromonas,Alteromonas sp. JBANDMDG ,,,,,,,,4238240,,151,,,,,,,600,7.134,,,,Alteromonas_sp_SAMEA2622677,Alteromonas sp.,-8.9729,-139.2393,16,,,90.28,0.3,N,88.78,MAG,,
NFILEFMO,Bacteria,,,,,TARA_SAMEA2622677_METAG_NFILEFMO ,Alteromonas,Alteromonas macleodii NFILEFMO ,,,,,,,,3376272,,345,,,,,,,600,7.134,,,,Alteromonas_macleodii_SAMEA2622677,Alteromonas macleodii,-8.9729,-139.2393,8,,,29.74,0,N,29.74,MAG,,
EMNMIPDN,Bacteria,,,,,TARA_SAMEA2622678_METAG_EMNMIPDN ,Alteromonas,Alteromonas australica EMNMIPDN ,,,,,,,,3871789,,88,,,,,,,600,7.134,,,,Alteromonas_australica_SAMEA2622678,Alteromonas australica,-8.9729,-139.2393,11,,,45.72,0.31,N,44.17,MAG,,
NJLMMAFG,Bacteria,,,,,TARA_SAMEA2622678_METAG_NJLMMAFG ,Alteromonas,Alteromonas macleodii NJLMMAFG ,,,,,,,,3853889,,343,,,,,,,600,7.134,,,,Alteromonas_macleodii_SAMEA2622678,Alteromonas macleodii,-8.9729,-139.2393,8,,,72.68,0.12,N,72.08,MAG,,
DLAHHAJP,Bacteria,,,,,TARA_SAMEA2622690_METAG_DLAHHAJP ,Alteromonas,Alteromonas australica DLAHHAJP ,,,,,,,,3755757,,157,,,,,,,115,24.6614,,,,Alteromonas_australica_SAMEA2622690,Alteromonas australica,-9.0063,-139.1394,11,,,45,0.17,N,44.15,MAG,,
ILHJBOEO,Bacteria,,,,,TARA_SAMEA2622690_METAG_ILHJBOEO ,Alteromonas,Alteromonas sp. ILHJBOEO ,,,,,,,,3462917,,400,,,,,,,115,24.6614,,,,Alteromonas_sp_SAMEA2622690,Alteromonas sp.,-9.0063,-139.1394,16,,,69.06,0.74,N,65.36,MAG,,
CCCHGPBM,Bacteria,,,,,TARA_SAMEA2622694_METAG_CCCHGPBM ,Alteromonas,Alteromonas macleodii CCCHGPBM ,,,,,,,,3344418,,436,,,,,,,115,24.6614,,,,Alteromonas_macleodii_SAMEA2622694,Alteromonas macleodii,-9.0063,-139.1394,8,,,79.55,0.63,N,76.4,MAG,,
CMKJNKIK,Bacteria,,,,,TARA_SAMEA2622694_METAG_CMKJNKIK ,Alteromonas,Alteromonas sp. CMKJNKIK ,,,,,,,,2771431,,703,,,,,,,115,24.6614,,,,Alteromonas_sp_SAMEA2622694,Alteromonas sp.,-9.0063,-139.1394,16,,,57.7,1.38,N,50.8,MAG,,
PON00061,Bacteria,,,,,TARA_SAMN05326644_METAG_PON00061,Alteromonas,Alteromonas australica PON00061,,,,,,,,4476822,,195,,,,,,,0,0,,,,Alteromonas_australica_SAMN05326644,Alteromonas australica,0,0,14,,,84.82,1.2,N,78.82,MAG,,
PSE00118,Bacteria,,,,,TARA_SAMN05326645_METAG_PSE00118,Alteromonas,Alteromonas sp. PSE00118,,,,,,,,3648165,,464,,,,,,,0,0,,,,Alteromonas_sp_SAMN05326645,Alteromonas sp.,0,0,19,,,32.79,1.24,N,26.59,MAG,,
SOC00002,Bacteria,,,,,TARA_SAMN05326649_METAG_SOC00002,Alteromonas,Alteromonas sp. SOC00002,,,,,,,,4429622,,109,,,,,,,0,0,,,,Alteromonas_sp_SAMN05326649,Alteromonas sp.,0,0,17,,,97.52,0.63,N,94.37,MAG,,
MED00137,Bacteria,,,,,TARA_SAMN05326650_METAG_MED00137,Alteromonas,Alteromonas mediterranea MED00137,,,,,,,,3110655,,438,,,,,,,0,0,,,,Alteromonas_mediterranea_SAMN05326650,Alteromonas mediterranea,0,0,21,,,53.84,02.01,N,43.79,MAG,,
PINHKBMF,Bacteria,,,,,TARA_SAMEA2622696_METAG_PINHKBMF,Alteromonas,Alteromonas macleodii PINHKBMF,,,,,,,,3419727,,361,,,,,,,115,24.6614,,,,Alteromonas_macleodii_SAMEA2622696,Alteromonas macleodii,-9.0063,-139.1394,7,,,28.45,0,N,28.45,MAG,,
EODCONKG,Bacteria,,,,,TARA_SAMEA2622716_METAG_EODCONKG,Alteromonas,Alteromonas australica EODCONKG,,,,,,,,3789049,,248,,,,,,,5,26.5867,,,,Alteromonas_australica_SAMEA2622716,Alteromonas australica,-8.9068,-140.283,11,,,30.68,0,N,30.68,MAG,,
FPHJFONJ,Bacteria,,,,,TARA_SAMEA2622716_METAG_FPHJFONJ,Alteromonas,Alteromonas macleodii FPHJFONJ,,,,,,,,3745201,,392,,,,,,,5,26.5867,,,,Alteromonas_macleodii_SAMEA2622716,Alteromonas macleodii,-8.9068,-140.283,6,,,69.08,0.28,N,67.68,MAG,,
LLMPBKJB,Bacteria,,,,,TARA_SAMEA2622716_METAG_LLMPBKJB,Alteromonas,Alteromonas sp. LLMPBKJB,,,,,,,,4189160,,144,,,,,,,5,26.5867,,,,Alteromonas_sp_SAMEA2622716,Alteromonas sp.,-8.9068,-140.283,16,,,86.26,0.46,N,83.96,MAG,,
LJOLBPGP,Bacteria,,,,,TARA_SAMEA2622733_METAG_LJOLBPGP,Alteromonas,Alteromonas macleodii LJOLBPGP,,,,,,,,4291269,,147,,,,,,,150,21.9737,,,,Alteromonas_macleodii_SAMEA2622733,Alteromonas macleodii,-8.9109,-140.2845,5,,,87.47,0.08,N,87.07,MAG,,
NOPBGIBP,Bacteria,,,,,TARA_SAMEA2622733_METAG_NOPBGIBP,Alteromonas,Alteromonas sp. NOPBGIBP,,,,,,,,3066828,,581,,,,,,,150,21.9737,,,,Alteromonas_sp_SAMEA2622733,Alteromonas sp.,-8.9109,-140.2845,16,,,63.51,1.18,N,57.61,MAG,,
KEKDHEDF,Bacteria,,,,,TARA_SAMEA2622736_METAG_KEKDHEDF,Alteromonas,Alteromonas macleodii KEKDHEDF,,,,,,,,3519641,,404,,,,,,,150,21.9737,,,,Alteromonas_macleodii_SAMEA2622736,Alteromonas macleodii,-8.9109,-140.2845,4,,,84.19,0.22,N,83.09,MAG,,
EHIMIIMP,Bacteria,,,,,TARA_SAMEA2622737_METAG_EHIMIIMP,Alteromonas,Alteromonas australica EHIMIIMP,,,,,,,,3809975,,105,,,,,,,150,21.9737,,,,Alteromonas_australica_SAMEA2622737,Alteromonas australica,-8.9109,-140.2845,11,,,61.68,0.36,N,59.88,MAG,,
KJIKBCNM,Bacteria,,,,,TARA_SAMEA2622737_METAG_KJIKBCNM,Alteromonas,Alteromonas sp. KJIKBCNM,,,,,,,,3363489,,362,,,,,,,150,21.9737,,,,Alteromonas_sp_SAMEA2622737,Alteromonas sp.,-8.9109,-140.2845,16,,,62.62,0,N,62.62,MAG,,
MKACOKCB,Bacteria,,,,,TARA_SAMEA2622737_METAG_MKACOKCB,Alteromonas,Alteromonas macleodii MKACOKCB,,,,,,,,3101595,,437,,,,,,,150,21.9737,,,,Alteromonas_macleodii_SAMEA2622737,Alteromonas macleodii,-8.9109,-140.2845,8,,,33.62,0,N,33.62,MAG,,
BIOCPOLN,Bacteria,,,,,TARA_SAMEA2622738_METAG_BIOCPOLN,Alteromonas,Alteromonas macleodii BIOCPOLN,,,,,,,,3006748,,470,,,,,,,150,21.9737,,,,Alteromonas_macleodii_SAMEA2622738,Alteromonas macleodii,-8.9109,-140.2845,8,,,36.76,0.12,N,36.16,MAG,,
JDKGJOOG,Bacteria,,,,,TARA_SAMEA2622738_METAG_JDKGJOOG,Alteromonas,Alteromonas australica JDKGJOOG,,,,,,,,3841636,,117,,,,,,,150,21.9737,,,,Alteromonas_australica_SAMEA2622738,Alteromonas australica,-8.9109,-140.2845,11,,,63.19,0,N,63.19,MAG,,
MBGICCKG,Bacteria,,,,,TARA_SAMEA2622763_METAG_MBGICCKG,Alteromonas,Alteromonas macleodii MBGICCKG,,,,,,,,3051021,,547,,,,,,,5,26.5724,,,,Alteromonas_macleodii_SAMEA2622763,Alteromonas macleodii,-9.1504,-140.5216,8,,,63.34,0.18,N,62.44,MAG,,
HBCOMCNP,Bacteria,,,,,TARA_SAMEA2622765_METAG_HBCOMCNP,Alteromonas,Alteromonas macleodii HBCOMCNP,,,,,,,,3459455,,349,,,,,,,5,26.5724,,,,Alteromonas_macleodii_SAMEA2622765,Alteromonas macleodii,-9.1504,-140.5216,7,,,42,0.04,N,41.8,MAG,,
KBIKNAHF,Bacteria,,,,,TARA_SAMEA2622765_METAG_KBIKNAHF,Alteromonas,Alteromonas sp. KBIKNAHF,,,,,,,,4112982,,164,,,,,,,5,26.5724,,,,Alteromonas_sp_SAMEA2622765,Alteromonas sp.,-9.1504,-140.5216,16,,,81.56,0.54,N,78.86,MAG,,
POKHDFDG,Bacteria,,,,,TARA_SAMEA2622799_METAG_POKHDFDG,Alteromonas,Alteromonas macleodii POKHDFDG,,,,,,,,3329439,,402,,,,,,,120,24.814,,,,Alteromonas_macleodii_SAMEA2622799,Alteromonas macleodii,-9.0714,-140.5973,8,,,87.49,01.06,N,82.19,MAG,,
PLGNBFNB,Bacteria,,,,,TARA_SAMEA2622800_METAG_PLGNBFNB,Alteromonas,Alteromonas macleodii PLGNBFNB,,,,,,,,3808844,,270,,,,,,,120,24.814,,,,Alteromonas_macleodii_SAMEA2622800,Alteromonas macleodii,-9.0714,-140.5973,5,,,76.24,1.26,N,69.94,MAG,,
IFPFBHNC,Bacteria,,,,,TARA_SAMEA2622801_METAG_IFPFBHNC,Alteromonas,Alteromonas sp. IFPFBHNC,,,,,,,,3007000,,473,,,,,,,120,24.814,,,,Alteromonas_sp_SAMEA2622801,Alteromonas sp.,-9.0714,-140.5973,16,,,30.25,0,N,30.25,MAG,,
LFPDDPPB,Bacteria,,,,,TARA_SAMEA2622801_METAG_LFPDDPPB,Alteromonas,Alteromonas australica LFPDDPPB,,,,,,,,3536301,,152,,,,,,,120,24.814,,,,Alteromonas_australica_SAMEA2622801,Alteromonas australica,-9.0714,-140.5973,11,,,34.13,0,N,34.13,MAG,,
OACOIKDG,Bacteria,,,,,TARA_SAMEA2622801_METAG_OACOIKDG,Alteromonas,Alteromonas macleodii OACOIKDG,,,,,,,,3395109,,375,,,,,,,120,24.814,,,,Alteromonas_macleodii_SAMEA2622801,Alteromonas macleodii,-9.0714,-140.5973,7,,,30.54,0,N,30.54,MAG,,
DGNNOPLM,Bacteria,,,,,TARA_SAMEA2622821_METAG_DGNNOPLM,Alteromonas,Alteromonas macleodii DGNNOPLM,,,,,,,,3419831,,392,,,,,,,5,26.806,,,,Alteromonas_macleodii_SAMEA2622821,Alteromonas macleodii,-8.9111,-142.5571,8,,,79.03,0.84,N,74.83,MAG,,
GLPNBIDC,Bacteria,,,,,TARA_SAMEA2622823_METAG_GLPNBIDC,Alteromonas,Alteromonas macleodii GLPNBIDC,,,,,,,,3098268,,429,,,,,,,5,26.806,,,,Alteromonas_macleodii_SAMEA2622823,Alteromonas macleodii,-8.9111,-142.5571,7,,,50.5,0,N,50.5,MAG,,
PBNJCJBB,Bacteria,,,,,TARA_SAMEA2622823_METAG_PBNJCJBB,Alteromonas,Alteromonas australica PBNJCJBB,,,,,,,,3555255,,150,,,,,,,5,26.806,,,,Alteromonas_australica_SAMEA2622823,Alteromonas australica,-8.9111,-142.5571,12,,,33.7,0.43,N,31.55,MAG,,
AJLMAJKC,Bacteria,,,,,TARA_SAMEA2622837_METAG_AJLMAJKC,Alteromonas,Alteromonas macleodii AJLMAJKC,,,,,,,,3303342,,458,,,,,,,140,23.6816,,,,Alteromonas_macleodii_SAMEA2622837,Alteromonas macleodii,-8.8999,-142.5461,7,,,64.07,0.99,N,59.12,MAG,,
DPGBJJPG,Bacteria,,,,,TARA_SAMEA2622843_METAG_DPGBJJPG,Alteromonas,Alteromonas sp. DPGBJJPG,,,,,,,,3450525,,396,,,,,,,140,23.6816,,,,Alteromonas_sp_SAMEA2622843,Alteromonas sp.,-8.8999,-142.5461,16,,,30.25,0.43,N,28.1,MAG,,
KKMNMCOG,Bacteria,,,,,TARA_SAMEA2622843_METAG_KKMNMCOG,Alteromonas,Alteromonas macleodii KKMNMCOG,,,,,,,,3674973,,305,,,,,,,140,23.6816,,,,Alteromonas_macleodii_SAMEA2622843,Alteromonas macleodii,-8.8999,-142.5461,7,,,75.06,0.76,N,71.26,MAG,,
FFMAPNPA,Bacteria,,,,,TARA_SAMEA2622923_METAG_FFMAPNPA,Alteromonas,Alteromonas australica FFMAPNPA,,,,,,,,4116306,,66,,,,,,,40,26.1393,,,,Alteromonas_australica_SAMEA2622923,Alteromonas australica,0.0222,-153.6858,14,,,89,0.4,N,87,MAG,,
HGEKPCMK,Bacteria,,,,,TARA_SAMEA2622923_METAG_HGEKPCMK,Alteromonas,Alteromonas sp. HGEKPCMK,,,,,,,,4117942,,213,,,,,,,40,26.1393,,,,Alteromonas_sp_SAMEA2622923,Alteromonas sp.,0.0222,-153.6858,17,,,83.56,0.34,N,81.86,MAG,,
PHDMIKKF,Bacteria,,,,,TARA_SAMEA2622923_METAG_PHDMIKKF,Alteromonas,Alteromonas macleodii PHDMIKKF,,,,,,,,3594101,,591,,,,,,,40,26.1393,,,,Alteromonas_macleodii_SAMEA2622923,Alteromonas macleodii,0.0222,-153.6858,5,,,29.74,0,N,29.74,MAG,,
BOAFAAIF,Bacteria,,,,,TARA_SAMEA2623098_METAG_BOAFAAIF,Alteromonas,Alteromonas macleodii BOAFAAIF,,,,,,,,3685074,,326,,,,,,,550,6.6344,,,,Alteromonas_macleodii_SAMEA2623098,Alteromonas macleodii,31.528,-159.0224,9,,,80.97,0.32,N,79.37,MAG,,
EGJHKEDJ,Bacteria,,,,,TARA_SAMEA2623098_METAG_EGJHKEDJ,Alteromonas,Alteromonas sp. EGJHKEDJ,,,,,,,,3802051,,713,,,,,,,550,6.6344,,,,Alteromonas_sp_SAMEA2623098,Alteromonas sp.,31.528,-159.0224,15,,,34.96,0.75,N,31.21,MAG,,
DJILNNCH,Bacteria,,,,,TARA_SAMEA2623135_METAG_DJILNNCH,Alteromonas,Alteromonas australica DJILNNCH,,,,,,,,4144891,,53,,,,,,,45,13.8745,,,,Alteromonas_australica_SAMEA2623135,Alteromonas australica,35.4002,-127.7499,14,,,93.28,0.31,N,91.73,MAG,,
HDJJLLJM,Bacteria,,,,,TARA_SAMEA2623155_METAG_HDJJLLJM,Alteromonas,Alteromonas macleodii HDJJLLJM,,,,,,,,3635218,,362,,,,,,,650,4.9189,,,,Alteromonas_macleodii_SAMEA2623155,Alteromonas macleodii,35.2698,-127.7268,5,,,80.36,0.42,N,78.26,MAG,,
JAJGGAMP,Bacteria,,,,,TARA_SAMEA2623295_METAG_JAJGGAMP,Alteromonas,Alteromonas australica JAJGGAMP,,,,,,,,4054416,,112,,,,,,,40,20.5857,,,,Alteromonas_australica_SAMEA2623295,Alteromonas australica,14.2075,-116.6468,14,,,82.32,0.31,N,80.77,MAG,,
KGDGGJKN,Bacteria,,,,,TARA_SAMEA2623295_METAG_KGDGGJKN,Alteromonas,Alteromonas macleodii KGDGGJKN,,,,,,,,3263344,,676,,,,,,,40,20.5857,,,,Alteromonas_macleodii_SAMEA2623295,Alteromonas macleodii,14.2075,-116.6468,8,,,72.62,1.74,N,63.92,MAG,,
CFMLMODN,Bacteria,,,,,TARA_SAMEA2623314_METAG_CFMLMODN,Alteromonas,Alteromonas macleodii CFMLMODN,,,,,,,,3456256,,403,,,,,,,375,8.8871,,,,Alteromonas_macleodii_SAMEA2623314,Alteromonas macleodii,14.2025,-116.6433,7,,,60.39,0,N,60.39,MAG,,
DIEBDOOH,Bacteria,,,,,TARA_SAMEA2623314_METAG_DIEBDOOH,Alteromonas,Alteromonas sp. DIEBDOOH,,,,,,,,3305652,,557,,,,,,,375,8.8871,,,,Alteromonas_sp_SAMEA2623314,Alteromonas sp.,14.2025,-116.6433,17,,,63,01.06,N,57.7,MAG,,
DPHFBFLK,Bacteria,,,,,TARA_SAMEA2623314_METAG_DPHFBFLK,Alteromonas,Alteromonas australica DPHFBFLK,,,,,,,,4062893,,72,,,,,,,375,8.8871,,,,Alteromonas_australica_SAMEA2623314,Alteromonas australica,14.2025,-116.6433,14,,,81.9,2.17,N,71.05,MAG,,
BGGPHFHM,Bacteria,,,,,TARA_SAMEA2623370_METAG_BGGPHFHM,Alteromonas,Alteromonas macleodii BGGPHFHM,,,,,,,,3605042,,329,,,,,,,60,17.292,,,,Alteromonas_macleodii_SAMEA2623370,Alteromonas macleodii,6.3378,-102.9538,8,,,76.81,1,N,71.81,MAG,,
LDEBDOEH,Bacteria,,,,,TARA_SAMEA2623390_METAG_LDEBDOEH,Alteromonas,Alteromonas macleodii LDEBDOEH,,,,,,,,3802664,,312,,,,,,,450,8.1499,,,,Alteromonas_macleodii_SAMEA2623390,Alteromonas macleodii,6.3559,-103.0598,8,,,78.43,0.26,N,77.13,MAG,,
KGGHKKNJ,Bacteria,,,,,TARA_SAMEA2623426_METAG_KGGHKKNJ,Alteromonas,Alteromonas australica KGGHKKNJ,,,,,,,,2865212,,557,,,,,,,5,26.5557,,,,Alteromonas_australica_SAMEA2623426,Alteromonas australica,7.4122,-79.3017,12,,,36.41,0.56,N,33.61,MAG,,
EOFNCJHB,Bacteria,,,,,TARA_SAMEA2623513_METAG_EOFNCJHB,Alteromonas,Alteromonas macleodii EOFNCJHB,,,,,,,,3245861,,408,,,,,,,640,9.7351,,,,Alteromonas_macleodii_SAMEA2623513,Alteromonas macleodii,25.6236,-88.45,7,,,51.56,0,N,51.56,MAG,,
PGGKNGAJ,Bacteria,,,,,TARA_SAMEA2623513_METAG_PGGKNGAJ,Alteromonas,Alteromonas australica PGGKNGAJ,,,,,,,,3924663,,89,,,,,,,640,9.7351,,,,Alteromonas_australica_SAMEA2623513,Alteromonas australica,25.6236,-88.45,13,,,81.37,1.2,N,75.37,MAG,,
NIKIPLNN,Bacteria,,,,,TARA_SAMEA2623649_METAG_NIKIPLNN,Alteromonas,Alteromonas macleodii NIKIPLNN,,,,,,,,3393634,,794,,,,,,,590,5.1942,,,,Alteromonas_macleodii_SAMEA2623649,Alteromonas macleodii,39.2392,-70.0343,5,,,64.35,1.48,N,56.95,MAG,,
DMBINDKP,Bacteria,,,,,TARA_SAMEA2623756_METAG_DMBINDKP,Alteromonas,Alteromonas macleodii DMBINDKP,,,,,,,,4424376,,74,,,,,,,250,18.1292,,,,Alteromonas_macleodii_SAMEA2623756,Alteromonas macleodii,34.1504,-56.9684,5,,,99.64,0.45,N,97.39,MAG,,
GMMKMDFK,Bacteria,,,,,TARA_SAMEA2623794_METAG_GMMKMDFK,Alteromonas,Alteromonas australica GMMKMDFK,,,,,,,,3352085,,452,,,,,,,740,10.4963,,,,Alteromonas_australica_SAMEA2623794,Alteromonas australica,34.0771,-49.8233,12,,,33.27,0.43,N,31.12,MAG,,
NBFOODCE,Bacteria,,,,,TARA_SAMEA2623794_METAG_NBFOODCE,Alteromonas,Alteromonas macleodii NBFOODCE,,,,,,,,4140687,,334,,,,,,,740,10.4963,,,,Alteromonas_macleodii_SAMEA2623794,Alteromonas macleodii,34.0771,-49.8233,5,,,72.86,0.6,N,69.86,MAG,,
OCIHHAIO,Bacteria,,,,,TARA_SAMEA2623826_METAG_OCIHHAIO,Alteromonas,Alteromonas australica OCIHHAIO,,,,,,,,4146396,,51,,,,,,,40,17.5856,,,,Alteromonas_australica_SAMEA2623826,Alteromonas australica,35.8427,-37.1526,14,,,93.28,0.31,N,91.73,MAG,,
LLIFOMKD,Bacteria,,,,,TARA_SAMEA4396515_METAG_LLIFOMKD,Alteromonas,Alteromonas naphthalenivorans LLIFOMKD,,,,,,,,4452038,,325,,,,,,,40,10.7902,,,,Alteromonas_naphthalenivorans_SAMEA4396515,Alteromonas naphthalenivorans,54.5451,-16.7943,18,,,80.62,4.55,N,57.87,MAG,,
BMLDLMJI,Bacteria,,,,,TARA_SAMEA4397023_METAG_BMLDLMJI,Alteromonas,Alteromonas naphthalenivorans BMLDLMJI,,,,,,,,4262020,,216,,,,,,,651,0.225,,,,Alteromonas_naphthalenivorans_SAMEA4397023,Alteromonas naphthalenivorans,67.1675,0.2177,18,,,81.96,2.98,N,67.06,MAG,,
OHBHGPGP,Bacteria,,,,,TARA_SAMEA4397091_METAG_OHBHGPGP,Alteromonas,Alteromonas naphthalenivorans OHBHGPGP,,,,,,,,4301745,,164,,,,,,,499,0.0995,,,,Alteromonas_naphthalenivorans_SAMEA4397091,Alteromonas naphthalenivorans,76.1246,1.3648,18,,,88.93,2,N,78.93,MAG,,
EIKGCICO,Bacteria,,,,,TARA_SAMEA4397157_METAG_EIKGCICO,Alteromonas,Alteromonas naphthalenivorans EIKGCICO,,,,,,,,3783210,,437,,,,,,,40,3.8245,,,,Alteromonas_naphthalenivorans_SAMEA4397157,Alteromonas naphthalenivorans,72.5432,44.102,18,,,43.23,1.46,N,35.93,MAG,,
MPBNPLCD,Bacteria,,,,,TARA_SAMEA4397278_METAG_MPBNPLCD,Alteromonas,Alteromonas naphthalenivorans MPBNPLCD,,,,,,,,3800066,,434,,,,,,,35,-1.2978,,,,Alteromonas_naphthalenivorans_SAMEA4397278,Alteromonas naphthalenivorans,78.9354,79.0604,18,,,32.33,0,N,32.33,MAG,,
ODHMDPHJ,Bacteria,,,,,TARA_SAMEA4397516_METAG_ODHMDPHJ,Alteromonas,Alteromonas naphthalenivorans ODHMDPHJ,,,,,,,,4287136,,156,,,,,,,30,-1.5335,,,,Alteromonas_naphthalenivorans_SAMEA4397516,Alteromonas naphthalenivorans,74.8283,76.2096,18,,,82.32,1,N,77.32,MAG,,
JOOLCOKF,Bacteria,,,,,TARA_SAMEA4397536_METAG_JOOLCOKF,Alteromonas,Alteromonas naphthalenivorans JOOLCOKF,,,,,,,,4243372,,249,,,,,,,30,-1.5335,,,,Alteromonas_naphthalenivorans_SAMEA4397536,Alteromonas naphthalenivorans,74.8283,76.2096,18,,,94.46,02.08,N,84.06,MAG,,
GALICGPG,Bacteria,,,,,TARA_SAMEA4398001_METAG_GALICGPG,Alteromonas,Alteromonas naphthalenivorans GALICGPG,,,,,,,,3642415,,502,,,,,,,441,0.994,,,,Alteromonas_naphthalenivorans_SAMEA4398001,Alteromonas naphthalenivorans,74.305,-85.6552,18,,,41.7,1.9,N,32.2,MAG,,
IINLEEHA,Bacteria,,,,,TARA_SAMEA4398193_METAG_IINLEEHA,Alteromonas,Alteromonas naphthalenivorans IINLEEHA,,,,,,,,4482321,,43,,,,,,,5,1.4453,,,,Alteromonas_naphthalenivorans_SAMEA4398193,Alteromonas naphthalenivorans,70.9574,-53.5989,18,,,99.98,0.08,N,99.58,MAG,,
ANE00087,Bacteria,,,,,TARA_SAMN05326640_METAG_ANE00087,Alteromonas,Alteromonas sp. ANE00087,,,,,,,,3171046,,630,,,,,,,0,0,,,,Alteromonas_sp_SAMN05326640,Alteromonas sp.,0,0,16,,,48.1,0.72,N,44.5,MAG,,
